,0
U543C,4
U5AED,1
U5829,1
U9C08,2
U3783,12
U994C,14
U8702,8
U91C6,2
U59DA,7
U60C4,4
U7F4C,1
U6586,1
U69A6,3
U9A51,1
U7D5E,3
U5D85,2
U7CF2,4
U6DB2,9
U7D70,3
U9640,7
U6556,2
U7567,3
U6DC6,8
U74E0,2
U8066,8
U8332,5
U547B,12
U8591,2
U7DBD,14
U7AF1,2
U91BB,2
U9474,5
U77C2,2
U9E8B,3
U82FD,3
U8918,1
U679A,9
U9B54,2
U6414,6
U925B,9
U67B6,11
U4E38,8
U4FDB,16
U5B7C,11
U91BA,9
U86FE,9
U8335,8
U52DF,5
U5403,2
UF9E9,8
U99F5,2
U8EC6,11
U41A0,3
U65E0,8
U6EEB,5
U6D34,3
U776B,2
U9BF7,6
U9583,4
U99EA,4
U7C6F,2
UF9C9,5
U8F62,4
U9262,9
U8E74,4
U8F1C,1
U8301,4
U7023,4
U5AF0,5
U649E,6
U69E8,2
U667B,11
U83A0,3
U656B,1
U4F85,1
U8B0F,2
U6D3F,1
U83E1,3
U68B1,10
U8431,13
U9736,2
U9958,2
U9044,6
U6392,25
U990C,13
UF9EA,7
U96BC,2
U5D6F,6
U7BEA,4
U601C,6
U4F36,4
U90E4,1
U639E,1
U52AD,1
U66DD,5
U9685,29
U58FC,16
U65DB,1
U54B7,3
UF9E0,2
U5DA2,4
U95A5,17
U7BAC,1
U502A,5
U9746,1
U59E3,2
U8251,3
U678F,4
U74CC,5
U55A4,2
U88B1,2
U867A,4
U9418,9
U9169,4
U65C3,7
U6F15,5
U7931,9
U4F3A,9
U7DA3,4
U60F2,2
U63A3,6
U52D1,20
U5488,3
U829F,1
U92E9,1
U68E7,2
U9BAB,4
U9D69,3
U9738,6
U5C20,6
U88FE,8
U67C1,4
U6829,2
U93CC,2
U67DD,3
U66C4,4
U7B73,2
U8E54,4
U7A88,4
U7C56,2
U617C,5
U5EF5,2
U84D1,7
U63C0,7
U824E,1
U7035,1
U99D9,4
U891A,2
U588A,4
U79CD,1
UF9DF,1
U8A0C,4
U7553,1
U73B9,1
U609B,4
U5471,4
U9C5E,3
U7C83,3
U6042,13
U854A,4
U84FC,6
U7649,2
U9ED3,2
U9463,2
U86AA,2
U7661,12
U9DD6,1
U7E36,5
U97ED,1
U8831,7
U5DF4,4
U5B83,5
U7CB5,1
U79B0,8
U9E88,1
U49FA,1
U5A11,12
U5070,4
U88DF,1
U8202,6
U5FEE,6
U5F6B,2
U8C78,2
U799B,3
U5C7A,3
U6DE5,1
U7156,14
U9AFD,1
U5970,4
U6A1F,3
U9C78,2
U55F7,4
U6F81,4
U9414,5
U7CDE,2
U62F7,5
U5950,3
U6AA3,8
U7E62,2
U7C12,2
U9F20,10
U50F5,1
U766F,7
U8B10,5
U732E,2
U8AFF,1
U7DF2,5
U4E6B,1
U7486,1
U4409,1
U9C63,1
U7CCA,3
U6553,2
U6B35,8
U61BC,1
U723A,3
U715E,3
U5D2A,1
U5F27,3
U5E69,1
U99B5,1
U8109,6
U78CB,5
U58C5,12
U4F79,2
U95E0,3
U90DD,2
U70B7,2
U9A42,7
U5740,8
U596D,4
U9481,2
U8555,2
U6D98,7
U68B3,1
U9DC3,1
U7E8A,6
U61C3,4
U5F29,2
U3DCE,1
U8A36,3
U5881,3
U737A,4
U903E,20
U9185,6
U7468,2
U6C82,9
U5629,1
U6ADF,5
U502C,9
UF9B6,10
U70AB,5
U8ADF,1
U5642,1
U51C6,3
U56FF,11
U69CA,1
U9705,1
U813E,4
U7395,5
U6816,5
U5310,3
U786E,1
U71C3,10
U7633,5
U7DB0,5
U9588,7
U6E1F,2
U6389,12
U7B4D,3
U97E0,1
U7995,3
U5889,2
U6968,4
U9247,1
U81CD,1
U9A41,2
U6B96,7
U7032,5
U580A,3
U7DAB,6
U5CC0,1
UF99F,4
U7331,1
U5E3F,2
U9F6C,3
U6D2B,1
U559F,5
U6998,3
U73C9,3
U6273,2
U6772,3
U98F4,2
U54E8,2
U8586,1
U7F4D,3
U841F,2
U93A1,1
U8DDF,1
U4F97,4
U6D0A,4
U97E4,1
U83A9,4
U74AB,2
U3996,3
U78CE,1
U6913,2
U9949,6
U4FB6,7
U9719,1
U50F6,2
U7D88,2
U676A,6
U78E5,1
U5E32,3
U9F95,3
U4181,2
U7047,2
U5480,7
U7AE2,14
U8A84,7
U6436,5
U892D,3
U7242,1
U6289,7
U79D5,2
U9774,3
U8549,2
U8994,1
U96AE,2
U682B,7
U6685,1
U8616,2
U900D,15
UF9A0,1
U9EFC,15
U693D,6
U9AAB,5
U695E,5
U60DD,4
U8A50,13
U8CB0,4
U7AD7,1
U5AD3,2
U8201,9
U8A6E,4
U5533,2
U8084,7
U7CB1,4
U9689,1
U77A0,3
U7261,6
U5A2C,1
U87AF,2
U6175,6
U4FDA,8
U8FE6,5
U5953,1
U84AD,5
U8166,4
U617D,1
U992B,1
U8E94,4
U54E5,1
U58CE,3
UF904,1
U71C0,7
U7DC7,10
U9BC1,4
U5B84,3
U52C5,14
U539D,2
U6603,3
U5B03,1
U774D,1
U525F,1
U9E75,12
U8F44,3
U6DE9,2
U393F,2
U7A85,3
U92CF,1
U5F57,1
U62CD,5
U7C0B,5
U693F,6
U8098,3
U742F,3
U744E,2
U873B,1
U7827,7
U83E9,4
U6F78,4
UF9C7,1
U8F5D,2
U8EA0,1
U9EE0,1
U56C8,2
U8852,4
U5A9F,1
U9A40,5
U8028,3
U4F3D,7
U9B28,1
U97CE,2
U8C3B,4
U634D,3
U5F11,6
U6284,10
U866B,6
U559D,8
U8B56,3
U50E5,9
U5A6A,3
U6FCE,2
U65FB,2
U7B08,4
U7D32,2
U6FD8,3
U7485,2
U5D0E,2
U81C9,4
U6A5B,1
U7B66,1
U893B,5
U7584,1
U80FE,2
U7A84,8
U7471,1
U96CA,1
U98BF,4
U6204,1
U9712,1
U859C,5
U945E,2
U826B,1
U7C65,1
U7207,3
U8C94,5
U6C9A,4
U6EBD,4
U7D6F,1
U994D,6
U606A,7
U87AB,2
U7AAF,2
U8D07,2
U4F54,9
U81EC,6
U55AB,4
U5378,9
U9A03,2
U9641,1
U8D91,2
U59C6,1
U8278,1
U786F,7
U62C6,5
U7C27,2
U8052,2
U9EBD,4
U4F0D,8
U875F,2
U8768,2
U51CA,5
U8A61,2
U66AC,3
U54FD,5
U69FF,1
U9A3E,3
U5AF5,1
U683B,5
U6F5A,1
U8F05,6
U5EAC,3
U5514,2
U7681,1
U600F,4
U7738,3
U8821,6
U780C,5
U6FCA,3
U63C4,7
U93DE,2
U527D,6
U78FB,1
U7E1B,13
U5AB1,1
U7A78,2
U885A,1
U5154,12
U8F0A,4
U8882,10
U6523,2
U8DBA,5
U4D22,1
U8C57,1
U9D5D,2
U68E8,7
U64D8,6
U716E,5
UF902,3
U5254,2
U5699,1
U9758,3
U8845,2
U4A34,1
U99DF,10
U7FE1,1
U63AC,1
U8264,2
U5C4A,7
U70B0,2
U7498,4
U8B7E,5
U8012,4
U9EFB,10
U5708,8
U6D1F,2
U8392,1
U5E80,6
U4CB6,1
U5819,4
U75CD,3
U6555,2
U7E9B,2
U7A96,1
U87AD,3
U8A07,1
U6B43,3
U9838,2
U52E6,3
U5F6A,3
U758B,2
U69F3,3
U533D,4
U78FD,3
U54FF,1
U5635,2
U6D96,3
U6BD8,1
U724B,3
U78F5,3
U9B45,1
U9B90,2
U6C24,7
U80B0,1
U50B5,7
U744B,1
U74A8,4
U8F1E,7
U7E21,4
U75A2,4
U7CD3,1
U9019,4
U6C5C,4
U7E7E,4
U55C1,1
U9F5F,3
U905D,3
U7A4C,1
U9DE5,1
U724F,2
U57C8,6
U5591,5
U6180,2
U8759,1
U47FD,2
U822B,1
U8AE0,1
U940D,1
U6015,5
U895A,4
U7B33,4
U7CD6,2
U7274,1
U9ECF,1
U8F3E,2
U909B,1
U6409,1
U8ACF,6
U6C4D,5
U7628,3
U56F9,2
U9ABC,1
U55DB,6
U515C,3
U566C,4
U8EFE,4
U6031,1
U88DB,2
U8960,2
U82B7,1
U5028,3
U78F7,2
U895C,3
U5098,1
U8629,5
U6540,1
U78D4,1
U5B81,4
U6DF2,1
U5D99,1
U800B,8
U5550,1
U814F,4
U8AA7,1
U776A,2
U9661,2
U8E23,4
U66C0,2
U51C2,1
U666C,2
U637D,1
U9AFB,3
U5E96,3
U9DAF,2
U6112,1
U5C2B,2
U9B1A,8
U5777,1
U9724,1
U5F7F,6
U5D42,2
U681D,1
U9381,1
UF959,1
U73BF,2
U7802,2
U8DC2,5
U97FD,1
U7B6D,3
U8734,1
U9A46,1
U64AE,4
U744D,1
U9C53,1
U96DD,6
U7CB3,3
U84A8,3
U59CD,1
U7AB3,4
U7C4A,2
U67E2,5
U51F9,1
U9AE1,3
U8411,4
U6969,2
U5232,1
U4093,1
U571C,3
U6E4E,1
U6D7F,4
U3762,3
U7725,1
U6145,2
U74E2,5
U6D35,1
U8619,4
U659D,5
U676E,1
U530F,4
U608F,2
U9785,6
U6428,2
U5704,1
U93DF,2
U814A,2
U6F82,2
U7F5F,3
U9B43,8
U5A41,3
U6FA8,2
U8266,2
U76C2,5
U742E,1
U9D89,1
U7D1D,1
U8155,4
U856B,2
U5B82,2
U95CD,1
U5F0B,3
U7E9C,1
U88B4,3
U7CF4,1
U9127,1
U6BB3,1
U82AE,1
U8298,1
U6B54,7
UF9B8,1
U8438,1
U7FBF,1
U9394,10
U6DD9,2
U5475,4
U91C2,2
U769D,1
U9726,2
U5B43,2
U81C8,2
U81A9,4
U8A3A,2
U7F47,8
U722A,3
U5D81,1
U9BE2,4
U88A8,2
U7A94,1
U8806,2
U9B2F,6
U7E64,2
U6207,4
U8517,2
U668C,1
U7DA6,1
U8093,2
U83A2,1
U917A,1
U7B92,2
U54B2,4
U9F10,1
UF97E,1
U9DFC,1
U7523,6
U5DAA,5
U819C,2
U9859,3
U5869,1
U9B1F,2
U7D62,7
U81C0,2
U86DF,6
U50E6,5
U6643,3
U700C,1
U83A8,1
U4F45,1
U7F91,2
U5E62,3
U6C0A,1
U5D12,2
U6B38,2
U6B3B,5
U6BBD,2
U64F2,3
U814E,1
U53C9,2
U7F94,3
U4ED4,1
U736A,1
U9AED,4
U6748,1
U77DA,4
U7D79,3
U6583,3
U9684,1
U6492,1
U5048,5
U52B9,1
U5323,5
U4F5F,2
U5795,7
U810A,6
U7162,3
U571D,2
U7426,3
U79B4,1
U6FAE,1
U5FE1,6
U62EE,3
U91DD,2
U6E8D,1
U61DF,3
U58E0,2
U95B6,4
U9118,2
U60B3,3
U9BC9,7
U75B9,6
U6BC1,3
U5742,6
U7D3A,5
U6BAE,2
U6DFC,1
U649A,1
U9F14,1
U99BD,1
U7B7D,1
UF9FE,1
U96F9,5
U5BCF,1
U87CA,3
UF9C4,4
U76DE,3
UF90C,2
U749C,3
U5420,4
U93F6,2
U73B2,3
U4A2A,2
U6D36,7
U519E,6
U640F,6
U5B17,5
U5DA7,2
U51ED,3
U9955,3
U978B,7
U7757,1
U8E4C,2
U7027,1
UF9DA,1
U61F5,1
U9A29,2
U53DB,11
U90AF,1
U52AC,8
U9470,6
U8E26,1
U9190,1
U53E1,1
U6398,4
U89B8,1
U6954,6
U919F,1
U6749,2
U7AFD,6
U89FA,2
U6183,1
U5BC3,3
U6FA0,1
U8DBC,2
U50BC,1
U7747,1
U8AF4,3
U9731,1
U8E95,1
U6AEC,2
U64E5,6
U7D10,1
U6D59,7
U5A20,3
U866F,3
U8014,1
U6D0C,3
U9B23,2
U50BA,2
U6D8A,1
U68CD,1
U5201,3
U84B1,1
U5EDB,3
U6676,2
U5B34,1
U88AA,2
U6100,10
U7BDA,5
U5649,1
U67B0,1
U7A6A,3
U8998,5
U7064,2
U6A83,3
U96B2,5
U727E,1
U937C,4
U74A1,3
U7D7F,1
U7FFD,3
U7BAD,7
U7C95,3
U522A,2
U8354,2
U4BFB,2
U7441,1
U7ADB,1
U78DA,2
U5117,4
U881B,3
U876E,1
U50D0,1
U962A,4
U7762,4
U5D41,1
U7E8D,8
U9A44,4
U5664,1
U74E3,4
U56B6,5
U7E52,2
U79BF,1
U884E,1
U528C,2
U636B,4
U3ABA,3
U8638,1
U815D,1
U8C79,8
U684E,2
U8594,2
U9320,2
U7A95,2
U828A,2
U7272,7
U6475,4
U877A,1
U9E87,1
U8A22,3
U548D,1
U5029,4
U9C10,1
U65C2,3
U6AEA,4
U7F83,1
U734D,1
U8F00,3
U8774,3
U9B48,1
U532D,1
U7B8E,4
U6DC7,4
U80D9,2
U6C69,5
U61FB,4
U660D,1
U77B7,4
U7AFA,2
U6371,2
U53D9,4
U79D6,3
U6C76,1
U9870,1
U8357,1
U4F09,6
U81DE,2
U720D,3
U7413,2
U9C25,1
U7392,1
U82FB,3
U99F1,3
U6516,2
U5720,1
U5685,3
U80A2,3
U801F,1
U89A6,2
U8E97,1
U7D6A,3
U5F67,2
U7296,5
U9853,3
U77B9,2
U85FF,5
U71EC,1
U7039,2
U8E90,3
U6310,2
U792B,1
U70D2,3
U72E8,1
U8778,2
U61AF,6
U6165,2
U5EDE,1
U55C5,1
U5AB8,2
U6960,2
U8343,2
U7526,5
U5637,2
U8514,4
U66EF,1
U96A9,1
U9EDF,1
U3809,1
U5C4E,3
U64BB,2
U77B3,1
U9E79,2
U98B6,2
U76FE,3
U5686,1
U623A,1
U6A5C,1
U5AC9,3
U7280,6
U95DA,1
U7141,1
U861A,5
U662A,2
U6F5D,2
U859D,1
U8215,1
U771B,1
U8E87,2
U7C11,1
UF9DC,2
U7A21,3
U537C,2
U5107,3
U9865,1
U5296,1
U855E,4
U96A4,2
U6F41,3
U6B82,2
U56C0,1
U809A,1
U8D14,3
U62A8,1
U863C,3
U566D,2
U7487,4
U550F,5
U82BC,1
U3DD7,1
U8B0C,2
U9F54,3
U73CA,2
U7B6C,2
U7B50,1
U9234,1
U7D4D,1
U6262,3
U9B06,1
U5771,1
U5879,3
U5BAC,1
U402D,1
U76EC,6
U5E61,5
UF983,3
U9136,1
U697A,1
U828B,2
U5D84,2
U5BD8,4
U6595,2
U914B,1
U75D7,1
UF9F7,3
U61E3,2
U7FEC,3
U61AE,1
U5C8F,2
U9826,1
U706F,1
U3EE6,1
U86DB,2
U503B,1
U5F6F,1
U97C9,1
U5E6C,1
U8B86,1
U8AEE,2
U7998,3
U7BB8,1
U7826,1
U6FEE,1
U5ED2,2
U936A,1
UF9FA,2
U7457,1
U6221,2
U9F2F,1
U6FE9,6
U8F47,1
U7D09,1
U5094,2
U87CB,3
UF9DE,2
U84B9,1
U59E4,1
U6C81,1
U7607,1
U85D5,2
U95BD,6
U5106,3
U7642,5
U9D61,3
U90D7,1
U8A02,2
U63E9,1
U6FC6,4
U9816,1
U8CD5,1
U7421,2
U6890,1
U803B,1
U6874,2
U91C5,1
U7E7B,1
U742C,2
U84C2,2
U7BD4,2
U6302,1
U9DEF,2
U4EB3,1
U6A8D,1
U900C,3
U7CDD,1
U5FAD,3
U629B,2
UF976,2
U894D,2
U849D,1
U6A3B,1
U390B,2
U89B5,1
U9EC8,1
U65FC,1
U78F2,1
U8DD7,2
U6133,1
U56F7,3
U77CD,3
U5D0D,1
U76CC,1
U638A,1
U8E8A,2
U5B0B,2
U7409,6
U8220,3
U71FE,4
U557D,1
U6D2E,1
U9A4D,3
UF9B5,1
U5293,1
U6450,1
U8842,1
U514C,1
U6B5D,1
U60F4,4
U7BF2,1
U6C4E,3
U6117,2
U9739,1
U747E,5
U5FFC,2
U613E,3
U962E,5
U9DA1,3
U82B0,1
U7590,1
U7953,1
U5F88,1
U8600,1
U82AD,1
U69B4,4
U8141,1
U56A5,1
U6DDD,4
U90C5,1
U60A2,3
U5D54,3
U77AC,2
U8713,2
U91D6,1
U5E0A,1
U906B,2
U63C9,2
U9EFF,1
U5599,2
U943B,1
U7381,1
U602C,1
U7DCF,1
U77A2,5
U6FB3,1
U6735,1
U97C1,3
U7B2F,2
U90A2,2
U5E6A,3
U73CF,1
U6D0F,1
U9A54,1
U603E,1
U91F0,3
U5CBE,1
U62F4,1
U3BD9,1
U9017,2
U9F09,1
U5B3E,1
U6877,2
U3C84,1
U9364,5
U62BB,1
U7F8C,5
U931A,2
U7832,1
U96CE,2
U83F6,2
U9212,1
U5E76,1
U8A29,1
U5504,1
U8844,2
U918E,2
U5041,1
U5849,1
U49B1,1
U8076,1
U8709,1
U7CE0,2
U7352,2
U5E7F,1
U65CD,1
U98B8,1
U7168,2
U63D2,2
U819F,1
U97BF,3
U6047,2
U776F,1
U552B,4
U93F7,1
U57A0,5
U7575,2
U3EB6,1
U87BD,1
U7E88,1
U7996,1
U5133,1
U6AFB,2
U85FA,1
U72A2,1
U689F,4
U8640,1
U86C6,1
U3566,1
U41D5,2
U8E84,2
U798A,1
U7102,1
U72C1,1
U7435,1
U9B91,3
U5249,1
U4EFF,1
U68DA,1
U9070,1
UF981,3
U77B6,1
U5EE8,7
U9D5C,2
U3A16,1
U564D,1
U51D8,1
U966B,2
U8F27,1
U5AEB,1
U88D9,2
U8737,1
UF92F,2
U5820,1
U5924,1
U366B,1
U5292,2
U608A,1
U9AD2,1
U51C8,1
U7C40,1
U76AD,1
U8291,2
U6670,2
U7765,1
UF9FB,1
U8708,1
U9F67,3
U7868,1
U57F0,1
U8258,1
U7D15,1
U8A41,2
U85BA,1
U782D,2
U674C,1
U6994,1
U625B,1
U7473,1
U8E41,2
U9B92,2
U8304,2
U9B93,2
U51F8,2
U9722,2
U81A1,1
U9EE5,1
U73C2,2
U647A,1
U72F7,1
U67F5,2
U5CD2,3
U4F7A,1
U914E,1
U59B2,1
U8EF9,1
U65CE,1
U68EB,1
U6C87,1
U77FC,1
U56AD,1
U99F0,1
U686E,3
U78F6,1
U8646,2
U3F97,1
U850C,1
U68CA,2
U9837,2
U808E,1
UF949,1
U916A,2
U81B0,1
U7B94,1
U60D4,1
U7ABD,1
U760D,1
U4D77,1
U55E2,1
U7024,1
U5CA3,1
U69EE,2
U9BF9,1
U7C39,2
U5E7A,1
U7B60,5
U7297,1
U9B10,2
U9998,1
U58D5,1
U7370,1
U8515,1
U82E7,1
U754E,1
U801C,2
U6B2C,1
U638E,1
U5B40,1
U7B74,1
U65B8,3
U6A97,1
U9EB0,1
U524B,2
U678B,2
U8A7F,2
U5486,1
U63BE,1
U457A,1
U7D16,1
U78C5,3
U78AD,1
U8461,3
U4FF3,1
U4E0C,2
U9EE7,1
U8A3C,2
U740A,1
U7AEE,1
U7F76,1
U9C60,1
U83D1,3
U8075,1
U9076,2
U552C,1
U9A24,2
U6CDA,3
U572F,2
U6B00,1
U7625,1
U54BB,2
U7D89,1
U6F87,2
U8526,1
U6F35,3
U857E,1
U8E42,1
U9A27,1
U8E4E,1
U7A27,2
U918B,1
U7448,1
U9D1E,2
U6712,1
U6937,1
U63A6,1
UF9D3,2
U8E1F,1
U89B7,2
U85DF,1
U705E,1
U6C8D,2
U6791,1
U69B1,1
U5FDE,1
U7DAE,1
U6A1B,2
U52CC,1
U809C,1
U58D9,4
U5072,1
U9325,2
U4183,2
U96B9,1
U3ADC,3
U8211,1
U58B0,1
U6214,2
U87BA,2
U6EF8,1
U963D,1
U7E22,2
U5614,1
U80D7,1
U9BC8,1
U5672,1
U4F3B,2
U92D9,1
U59AC,2
U542A,1
U7C4B,1
U9E95,2
U973E,3
U39BF,1
U7424,1
U9164,4
U8761,1
U8F2D,1
U6662,1
U944A,2
U8822,2
U85A9,2
U6A59,1
U923A,1
U8656,2
U9415,1
U9EE4,1
U6F80,1
U584D,1
U80DE,2
U7C0F,1
U5ABE,3
U69FD,1
U840F,2
U90F4,1
U8A7C,2
U8D90,2
U600A,1
U774B,1
U9E07,3
U8C39,1
U888B,1
U735C,1
U652B,1
U7BA0,1
U6A51,1
U5662,1
U87C6,1
U6727,1
U76FB,1
UF94F,1
U5669,1
U8E1D,1
U73AD,1
U90D5,1
U8C68,1
U696F,1
U517A,1
U7670,1
U87C7,1
U794F,2
U967B,1
U89E9,1
U75A5,1
U882D,2
U6939,1
U83D6,2
U7D21,1
U78CC,1
U5852,1
U500B,3
U647B,2
U55A3,1
U7F3E,3
U5634,1
U7680,1
U77F0,1
U64C8,1
U6641,1
U6250,1
U896E,2
U6834,1
U7660,2
U9C49,1
U536C,1
U898A,2
U5817,1
U7814,2
U992E,1
U34CB,1
U9132,1
U9917,1
U8C3A,1
U7AA3,2
U624E,1
U908F,1
U6E42,1
U5B7D,1
U6EC7,2
U7ADA,1
UF9B2,1
U775B,1
U7085,1
U6F8E,2
U8160,1
U81E1,1
U88FC,1
U71BA,1
U887A,1
U91AC,1
U8561,1
U5CCB,1
U97CC,1
U746F,1
U9800,1
U795F,1
U60D8,1
U8B14,2
U54E2,1
U8232,1
U66C5,1
U578D,1
U86B7,1
U8ED4,2
U93AC,1
U6490,1
U587C,1
U6876,1
U9776,1
U7D18,2
U78C1,1
U93DA,1
U829A,1
U7E63,1
U7D8D,5
U9DF3,1
U6958,1
U9C15,2
U58A2,1
U5DAE,1
U99DD,1
U9F41,2
U91B1,1
U547F,1
U6FC8,2
U7428,1
U8237,1
U6D04,2
U7F63,1
U7D5B,1
U8347,1
U7610,1
U8ADD,3
U7054,2
U7C5D,1
U7668,1
U54AC,1
U8C8A,1
U59EB,1
U5075,1
U81D9,1
U8117,1
U59F1,1
U50C2,2
U73F5,1
U6146,1
U479F,1
U69BE,1
U8906,1
U8599,1
U73AB,1
U775F,1
U5E9B,1
U7929,1
U64A9,2
U658C,1
U6DDF,2
U588D,2
U73D9,1
U9916,1
U738F,1
U7E87,1
UF9B3,1
U61F9,1
U6B8D,2
U5BEF,1
U562C,1
U7966,1
U730A,1
U506B,1
U9165,1
U9AEF,1
U50A1,1
U5315,1
U6A8E,1
U8729,1
U9120,1
U44E4,1
U5A13,2
U7622,1
U717C,1
U611E,1
U62FD,1
U98F6,1
U7A7C,2
U8233,1
U63CF,1
U81EF,1
U58BE,4
U88BD,1
U5EFC,2
U6634,1
U9C0C,1
U5113,3
U62DA,1
U761D,1
U99A0,1
U7BE8,1
U5A6D,1
U6F5E,1
U83F0,1
U81DF,1
U8763,1
U7149,1
U6757,1
U7203,1
U84FD,1
U9AE9,1
U8CF8,1
U6054,1
U9B2D,1
U3B05,1
U90A0,1
U6264,1
U5563,1
U7474,1
U4661,1
U851E,1
U7746,1
U8815,1
U9D9A,1
U7A5F,1
U99BA,1
U587F,1
U53DA,1
U3B2B,1
U6ECE,1
U939B,1
U7D5C,1
U6CEC,1
U70D3,1
U69CD,1
U5A18,1
U749F,1
U63D4,1
U81C3,1
U5244,1
U652A,1
U9D42,1
U8622,1
U39FE,1
U6ED9,1
U9777,1
U7A0A,1
U6010,2
U7E35,1
U513A,1
U9DBB,1
U730D,1
UF914,1
U7E0A,2
U5C69,1
U730B,1
U8DD5,1
U8EB1,1
U8760,1
U5025,1
U7D86,1
U9288,1
U7DEB,1
U67F0,1
U89BC,1
U80E3,1
U4FE0,1
U80DD,1
U6487,1
U7BE6,1
U60B1,1
U8695,1
U6B5C,1
U59DD,1
U7292,1
U612F,1
U6755,1
U6C85,1
U74D4,1
U75FA,2
U8725,1
U60DB,1
U7440,1
U6D85,1
U870D,1
U83DF,1
U8DD6,1
U7F5D,1
U7BD9,1
U6911,1
U51F7,1
U8908,1
U61CC,1
U8736,1
U7736,1
U7D7A,1
U946A,1
U668D,1
U6DE4,1
U7860,1
U57E4,1
U8797,1
U9749,1
U742A,1
U91BD,1
U597C,1
U9AAD,1
U525C,1
U6E26,1
